User_ID,Step,Completion_Time,User_Role,Experience_Level,Completion_Status
37,First Task,5.359066440848812,Viewer,Advanced,Completed
37,Feedback,0.713720839975901,Editor,Intermediate,Abandoned
38,Signup,0.49178530724205244,Editor,Beginner,Completed
38,First Login,0.9473766468126206,Viewer,Intermediate,Abandoned
38,Profile Setup,1.5408007392941558,Admin,Advanced,Completed
38,Feature Tour,1.3985010183121063,Viewer,Beginner,Completed
38,First Task,6.254875869583121,Admin,Beginner,Abandoned
38,Feedback,2.4969374852001187,Editor,Advanced,Completed
39,Signup,11.130276056242614,Editor,Advanced,Completed
39,First Login,1.1013379687184255,Editor,Advanced,Abandoned
39,Profile Setup,7.919126263441999,Admin,Intermediate,Completed
39,Feature Tour,3.492176621943852,Editor,Beginner,Completed
39,First Task,2.14182981650695,Viewer,Beginner,Abandoned
39,Feedback,3.391467166708467,Viewer,Beginner,Completed
40,Signup,1.0860744766261925,Viewer,Intermediate,Completed
40,First Login,6.408809015329019,Editor,Intermediate,Completed
40,Profile Setup,1.6478868418313146,Viewer,Intermediate,Completed
40,Feature Tour,0.034037380360302905,Admin,Intermediate,Abandoned
40,First Task,5.18484393147637,Admin,Intermediate,Completed
40,Feedback,0.9746678511241135,Admin,Beginner,Completed
41,Signup,6.38825970432114,Admin,Intermediate,Abandoned
41,First Login,15.387812063940116,Viewer,Advanced,Completed
41,Profile Setup,2.1229419313761904,Admin,Advanced,Abandoned
41,Feature Tour,0.3916160743660846,Viewer,Advanced,Abandoned
41,First Task,0.07788657685972192,Editor,Beginner,Completed
41,Feedback,13.177617286659448,Viewer,Advanced,Completed
42,Signup,2.7946913852653066,Viewer,Beginner,Completed
42,First Login,17.00421008061028,Viewer,Advanced,Completed
42,Profile Setup,16.568677380651028,Viewer,Intermediate,Completed
42,Feature Tour,9.586935085897094,Editor,Advanced,Completed
42,First Task,1.7438803408608015,Viewer,Advanced,Completed
42,Feedback,2.431459660493468,Admin,Beginner,Completed
43,Signup,9.523633262390398,Viewer,Beginner,Completed
43,First Login,1.9057311571535853,Editor,Intermediate,Completed
43,Profile Setup,0.928593081478774,Admin,Advanced,Completed
43,Feature Tour,4.068684960301139,Admin,Advanced,Completed
43,First Task,13.756467354035209,Editor,Advanced,Completed
43,Feedback,5.954127988789686,Viewer,Intermediate,Completed
44,Signup,4.220561682178277,Viewer,Intermediate,Completed
44,First Login,0.5111409867466145,Viewer,Intermediate,Completed
44,Profile Setup,4.7726535775885885,Editor,Beginner,Completed
44,Feature Tour,23.052848739231585,Editor,Beginner,Completed
44,First Task,0.32677337227707903,Admin,Intermediate,Abandoned
44,Feedback,3.6524766249075187,Viewer,Beginner,Completed
45,Signup,2.010229175291308,Viewer,Beginner,Abandoned
45,First Login,6.75017124176835,Editor,Intermediate,Completed
45,Profile Setup,5.970372126508366,Editor,Beginner,Completed
45,Feature Tour,6.06143778112245,Admin,Beginner,Completed
45,First Task,2.2274617115747457,Viewer,Intermediate,Completed
45,Feedback,1.737810421335476,Admin,Intermediate,Completed
46,Signup,1.2460922701986834,Admin,Intermediate,Abandoned
46,First Login,8.306640995435144,Editor,Advanced,Completed
46,Profile Setup,10.089750236839574,Viewer,Intermediate,Completed
46,Feature Tour,12.223079809183181,Admin,Advanced,Completed
46,First Task,3.5804661846645187,Viewer,Beginner,Completed
46,Feedback,3.480921887755996,Editor,Advanced,Completed
47,Signup,8.004749661542437,Admin,Intermediate,Completed
47,First Login,5.2485953744390015,Viewer,Beginner,Completed
47,Profile Setup,6.052753242557585,Viewer,Intermediate,Completed
47,Feature Tour,7.943097374771025,Viewer,Beginner,Completed
47,First Task,11.036617381733835,Editor,Beginner,Completed
47,Feedback,2.062412035688271,Admin,Beginner,Completed
48,Signup,2.3546839436377818,Admin,Advanced,Completed
48,First Login,0.4934801959368028,Viewer,Intermediate,Completed
48,Profile Setup,4.3170701330471735,Admin,Advanced,Completed
48,Feature Tour,0.18302052105428498,Editor,Intermediate,Completed
48,First Task,3.133034740910548,Viewer,Beginner,Completed
48,Feedback,3.9114729284356295,Viewer,Advanced,Completed
49,Signup,1.6881533015726125,Editor,Advanced,Completed
49,First Login,4.468162650730877,Viewer,Advanced,Completed
49,Profile Setup,0.15487531050737272,Admin,Beginner,Completed
49,Feature Tour,0.08808294875797724,Admin,Beginner,Abandoned
49,First Task,8.64675684769068,Editor,Intermediate,Completed
49,Feedback,2.2329251210387238,Editor,Intermediate,Completed
50,Signup,0.6794452064871399,Admin,Intermediate,Completed
50,First Login,1.5366642582343328,Viewer,Beginner,Abandoned
50,Profile Setup,7.3482397022286765,Editor,Beginner,Completed
50,Feature Tour,0.2220319240701475,Admin,Advanced,Abandoned
50,First Task,2.3689114595183427,Admin,Beginner,Abandoned
50,Feedback,0.44605514494948645,Editor,Advanced,Completed
51,Signup,0.265325479551547,Viewer,Advanced,Completed
51,First Login,1.1922003974155477,Admin,Advanced,Abandoned
51,Profile Setup,3.889552213473711,Viewer,Beginner,Completed
51,Feature Tour,5.072687241023079,Admin,Intermediate,Completed
51,First Task,6.4748028145834216,Editor,Advanced,Completed
51,Feedback,18.617785043499964,Admin,Beginner,Completed
52,Signup,3.631455596151781,Viewer,Intermediate,Completed
52,First Login,1.950098570529894,Admin,Beginner,Completed
52,Profile Setup,2.0108242659746476,Admin,Beginner,Abandoned
52,Feature Tour,1.5792573271806865,Editor,Intermediate,Completed
52,First Task,2.8899171563665065,Viewer,Advanced,Completed
52,Feedback,0.4085258429183495,Viewer,Advanced,Completed
53,Signup,0.1283880477073719,Viewer,Advanced,Completed
53,First Login,16.43689961634301,Editor,Intermediate,Completed
53,Profile Setup,9.038838210575314,Viewer,Intermediate,Completed
53,Feature Tour,0.9378827032951897,Admin,Beginner,Abandoned
53,First Task,2.6292982223257093,Viewer,Intermediate,Completed
53,Feedback,0.9515326807105438,Admin,Intermediate,Completed
54,Signup,0.8506037078642708,Admin,Intermediate,Completed
54,First Login,1.440029945632918,Admin,Advanced,Completed
54,Profile Setup,3.983953241566573,Editor,Beginner,Completed
54,Feature Tour,6.2692464388838784,Editor,Beginner,Completed
54,First Task,5.396951748483993,Editor,Intermediate,Completed
54,Feedback,1.6420613069449796,Editor,Beginner,Completed
55,Signup,15.490517492781532,Admin,Beginner,Completed
55,First Login,6.695087024376132,Admin,Beginner,Completed
55,Profile Setup,4.0411524096566565,Viewer,Beginner,Completed
55,Feature Tour,1.6537411157640047,Editor,Beginner,Abandoned
55,First Task,2.7201893276602567,Viewer,Advanced,Completed
55,Feedback,1.4233064613703175,Editor,Beginner,Completed
56,Signup,2.200070646615562,Editor,Intermediate,Completed
56,First Login,7.090909238783566,Viewer,Advanced,Completed
56,Profile Setup,0.07249039860402139,Editor,Beginner,Completed
56,Feature Tour,0.6169019611998803,Viewer,Intermediate,Completed
56,First Task,0.23547188476260264,Admin,Advanced,Completed
56,Feedback,0.05811827881626254,Admin,Advanced,Abandoned
57,Signup,9.671015168078293,Viewer,Advanced,Completed
57,First Login,6.081203058503442,Viewer,Beginner,Completed
57,Profile Setup,3.213922972064462,Admin,Intermediate,Completed
57,Feature Tour,0.5147845922390663,Admin,Beginner,Completed
57,First Task,3.3825898289861662,Editor,Beginner,Completed
57,Feedback,3.207251660471856,Editor,Intermediate,Completed
58,Signup,0.15622199859739577,Admin,Beginner,Abandoned
58,First Login,2.844495656511619,Editor,Beginner,Completed
58,Profile Setup,2.5416830729160345,Viewer,Intermediate,Completed
58,Feature Tour,4.783612164565673,Viewer,Advanced,Completed
58,First Task,5.04057268020456,Admin,Advanced,Completed
58,Feedback,0.23181162010267364,Viewer,Advanced,Completed
59,Signup,2.346920023275308,Editor,Beginner,Completed
59,First Login,4.915624973913642,Editor,Beginner,Completed
59,Profile Setup,3.4971972630389487,Admin,Intermediate,Completed
59,Feature Tour,2.5884621268582517,Editor,Beginner,Abandoned
59,First Task,5.374873820274989,Admin,Intermediate,Completed
59,Feedback,0.8892643438365366,Editor,Advanced,Completed
60,Signup,0.3659121812812042,Editor,Intermediate,Completed
60,First Login,5.141970735544455,Editor,Advanced,Completed
60,Profile Setup,0.030656425886701935,Admin,Advanced,Abandoned
60,Feature Tour,4.406736889036454,Admin,Beginner,Completed
60,First Task,6.933980456401697,Editor,Beginner,Abandoned
60,Feedback,4.283912227887722,Editor,Advanced,Completed
61,Signup,2.4565034611195364,Editor,Advanced,Completed
61,First Login,5.15413578922491,Viewer,Intermediate,Completed
61,Profile Setup,0.6612348869833764,Viewer,Intermediate,Abandoned
61,Feature Tour,3.944071802881601,Editor,Beginner,Completed
61,First Task,14.190635731164996,Viewer,Advanced,Completed
61,Feedback,2.439637636750936,Editor,Beginner,Completed
62,Signup,16.24545930753377,Viewer,Intermediate,Completed
62,First Login,11.787880918849595,Viewer,Beginner,Completed
62,Profile Setup,1.08948130470225,Editor,Advanced,Completed
62,Feature Tour,0.3594207765157851,Admin,Advanced,Completed
62,First Task,0.5311266774081511,Viewer,Advanced,Completed
62,Feedback,0.09194943923616852,Admin,Advanced,Completed
63,Signup,0.4960250582787707,Viewer,Advanced,Completed
63,First Login,5.744374362885836,Admin,Intermediate,Completed
63,Profile Setup,0.36924813473213514,Admin,Beginner,Completed
63,Feature Tour,1.9207859414743425,Editor,Beginner,Completed
63,First Task,9.317630200486386,Admin,Beginner,Completed
63,Feedback,0.11773501590355755,Viewer,Intermediate,Completed
64,Signup,1.4955787772932763,Editor,Intermediate,Abandoned
64,First Login,0.8146384157496966,Editor,Beginner,Abandoned
64,Profile Setup,0.1188791296433439,Editor,Beginner,Abandoned
64,Feature Tour,5.9657770421995675,Admin,Intermediate,Completed
64,First Task,4.956995882166101,Admin,Beginner,Completed
64,Feedback,10.497079070434733,Viewer,Beginner,Completed
65,Signup,2.017561803584294,Viewer,Advanced,Abandoned
65,First Login,8.134979029969891,Viewer,Intermediate,Completed
65,Profile Setup,1.6566693115336928,Viewer,Beginner,Completed
65,Feature Tour,0.47836554203749804,Viewer,Intermediate,Abandoned
65,First Task,6.943781980027124,Editor,Beginner,Completed
65,Feedback,1.1651291702688298,Admin,Beginner,Abandoned
66,Signup,3.8727221598345443,Editor,Advanced,Abandoned
66,First Login,2.660396770763025,Admin,Intermediate,Completed
66,Profile Setup,2.3262195598086635,Editor,Advanced,Completed
66,Feature Tour,2.819775761835679,Admin,Advanced,Abandoned
66,First Task,2.0836683546537658,Viewer,Beginner,Completed
66,Feedback,13.350689621996633,Editor,Intermediate,Completed
67,Signup,4.144197031908665,Viewer,Beginner,Abandoned
67,First Login,2.8017780472107985,Editor,Intermediate,Completed
67,Profile Setup,6.948923582477305,Editor,Advanced,Completed
67,Feature Tour,1.6517782133188408,Editor,Advanced,Abandoned
67,First Task,0.5441875940335901,Viewer,Intermediate,Completed
67,Feedback,11.642228404338159,Viewer,Intermediate,Completed
68,Signup,3.5185374487837717,Editor,Beginner,Completed
68,First Login,8.75666278761665,Editor,Advanced,Completed
68,Profile Setup,1.9286771308225414,Editor,Advanced,Completed
68,Feature Tour,4.43696554077975,Editor,Intermediate,Abandoned
68,First Task,0.8824653151869445,Viewer,Intermediate,Abandoned
68,Feedback,0.05448403307587739,Admin,Advanced,Completed
69,Signup,11.789536484812269,Admin,Beginner,Completed
69,First Login,0.4786280527423763,Editor,Beginner,Completed
69,Profile Setup,1.9232681669251943,Editor,Beginner,Completed
69,Feature Tour,2.567171153039991,Admin,Intermediate,Abandoned
69,First Task,15.039747700519948,Admin,Intermediate,Completed
69,Feedback,4.259986455276319,Editor,Advanced,Completed
70,Signup,4.996150401952623,Editor,Advanced,Completed
70,First Login,2.975073318114288,Admin,Intermediate,Completed
70,Profile Setup,1.7351138937309851,Viewer,Beginner,Completed
70,Feature Tour,0.38495380722328737,Editor,Advanced,Abandoned
70,First Task,5.581617899642532,Admin,Intermediate,Completed
70,Feedback,6.979189368315386,Viewer,Beginner,Completed
71,Signup,3.8738957834116823,Admin,Intermediate,Abandoned
71,First Login,2.6506417470651673,Editor,Intermediate,Abandoned
71,Profile Setup,0.4781847327015972,Admin,Beginner,Completed
71,Feature Tour,1.3249410439616363,Editor,Advanced,Abandoned
71,First Task,0.29640853224368896,Viewer,Beginner,Completed
71,Feedback,3.9873065784769643,Viewer,Intermediate,Completed
72,Signup,2.912776374936418,Editor,Beginner,Completed
72,First Login,10.933093321104007,Editor,Beginner,Completed
72,Profile Setup,2.1609580973394253,Editor,Intermediate,Completed
72,Feature Tour,0.6225298877622544,Viewer,Advanced,Completed
72,First Task,0.7715382727105968,Admin,Intermediate,Completed
72,Feedback,7.167152735395469,Editor,Intermediate,Completed
73,Signup,4.814528398740175,Viewer,Beginner,Completed
73,First Login,0.5330435612269272,Viewer,Intermediate,Completed
73,Profile Setup,0.4392776083430254,Admin,Beginner,Completed
73,Feature Tour,0.6046357786650645,Editor,Beginner,Abandoned
73,First Task,0.11508469763424278,Admin,Intermediate,Abandoned
73,Feedback,8.625929269042906,Editor,Advanced,Completed
74,Signup,6.124998765650025,Editor,Advanced,Completed
74,First Login,0.4242437529015603,Editor,Beginner,Completed
74,Profile Setup,0.44326933888903347,Admin,Beginner,Completed
74,Feature Tour,21.57729281029046,Viewer,Beginner,Completed
74,First Task,0.7444006300909708,Viewer,Advanced,Abandoned
74,Feedback,2.3152763023765623,Viewer,Intermediate,Completed
75,Signup,8.377877016413386,Viewer,Intermediate,Completed
75,First Login,14.710822689816219,Editor,Advanced,Completed
75,Profile Setup,4.678034924128162,Admin,Advanced,Abandoned
75,Feature Tour,2.2877910950583447,Editor,Intermediate,Abandoned
75,First Task,2.360104998095628,Editor,Beginner,Completed
75,Feedback,0.4359699684897863,Admin,Advanced,Completed
76,Signup,2.12626435104447,Editor,Intermediate,Abandoned
76,First Login,4.086802037807465,Admin,Advanced,Completed
76,Profile Setup,2.7601656265248686,Editor,Intermediate,Completed
76,Feature Tour,11.841188377390452,Viewer,Beginner,Completed
76,First Task,0.5894010398594012,Editor,Beginner,Completed
76,Feedback,1.1952468469510233,Editor,Advanced,Abandoned
77,Signup,0.057092947162708345,Editor,Advanced,Completed
77,First Login,3.1617718479146313,Editor,Advanced,Completed
77,Profile Setup,0.2897521553296289,Editor,Beginner,Completed
77,Feature Tour,0.2102001779034861,Admin,Advanced,Abandoned
77,First Task,0.08057998710865547,Viewer,Advanced,Abandoned
77,Feedback,5.237841932034858,Viewer,Intermediate,Completed
78,Signup,6.852988587982364,Admin,Intermediate,Completed
78,First Login,4.377768886014342,Admin,Beginner,Completed
78,Profile Setup,16.373601045511887,Editor,Beginner,Completed
78,Feature Tour,1.033048981045733,Editor,Intermediate,Abandoned
